Common_RowID,feature_layer,y_true,y_pred_mean,seed_count,abs_error
330,2D-Elec,-2.8981808939367553,-1.6814836502075194,20,1.2166972437292358
330,2D-Min,-2.8981808939367553,-1.5269525229930878,20,1.3712283709436675
330,CAT-Solv-47,-2.8981808939367553,-2.015657287836075,20,0.8825236061006803
330,Sigma-Solv,-2.8981808939367553,-1.9891830861568451,20,0.9089978077799101
331,2D-Elec,-2.763897031304257,-1.6568731367588043,20,1.1070238945454527
331,2D-Min,-2.763897031304257,-1.553050273656845,20,1.210846757647412
331,CAT-Solv-47,-2.763897031304257,-1.9690609514713286,20,0.7948360798329284
331,Sigma-Solv,-2.763897031304257,-1.9333418548107146,20,0.8305551764935424
332,2D-Elec,-2.5667621398841893,-1.6084668517112732,20,0.9582952881729161
332,2D-Min,-2.5667621398841893,-1.5197924315929412,20,1.0469697082912481
332,CAT-Solv-47,-2.5667621398841893,-1.9236347019672393,20,0.64312743791695
332,Sigma-Solv,-2.5667621398841893,-1.8839121460914612,20,0.6828499937927281
333,2D-Elec,-2.4078183756977265,-1.53605118393898,20,0.8717671917587464
333,2D-Min,-2.4078183756977265,-1.4771693348884583,20,0.9306490408092682
333,CAT-Solv-47,-2.4078183756977265,-1.8338542342185975,20,0.573964141479129
333,Sigma-Solv,-2.4078183756977265,-1.8126303851604462,20,0.5951879905372803
334,2D-Elec,-2.303224613793591,-1.4100022733211517,20,0.8932223404724391
334,2D-Min,-2.303224613793591,-1.4022485971450807,20,0.9009760166485101
334,CAT-Solv-47,-2.303224613793591,-1.6821029663085938,20,0.621121647484997
334,Sigma-Solv,-2.303224613793591,-1.6391628980636597,20,0.6640617157299311
335,2D-Elec,-2.193877090124794,-1.335716927051544,20,0.8581601630732498
335,2D-Min,-2.193877090124794,-1.31720974445343,20,0.8766673456713638
335,CAT-Solv-47,-2.193877090124794,-1.5606353998184204,20,0.6332416903063736
335,Sigma-Solv,-2.193877090124794,-1.53683380484581,20,0.657043285278984
336,2D-Elec,-2.1356484144786356,-1.2365708887577056,20,0.89907752572093
336,2D-Min,-2.1356484144786356,-1.2363093882799148,20,0.8993390261987209
336,CAT-Solv-47,-2.1356484144786356,-1.4208612263202667,20,0.714787188158369
336,Sigma-Solv,-2.1356484144786356,-1.4081409871578217,20,0.727507427320814
337,2D-Elec,-2.04248364849467,-1.1108274430036544,20,0.9316562054910154
337,2D-Min,-2.04248364849467,-1.1303586065769196,20,0.9121250419177502
337,CAT-Solv-47,-2.04248364849467,-1.3072913944721223,20,0.7351922540225475
337,Sigma-Solv,-2.04248364849467,-1.234721240401268,20,0.8077624080934018
338,2D-Elec,-1.9560826584682585,-0.9778783112764359,20,0.9782043471918226
338,2D-Min,-1.9560826584682585,-0.9916386932134629,20,0.9644439652547956
338,CAT-Solv-47,-1.9560826584682585,-1.1541867434978486,20,0.8018959149704099
338,Sigma-Solv,-1.9560826584682585,-1.059253978729248,20,0.8968286797390104
657,2D-Elec,-4.491357110318077,-3.382417047023773,20,1.108940063294304
657,2D-Min,-4.491357110318077,-3.2477728605270384,20,1.2435842497910388
657,CAT-Solv-47,-4.491357110318077,-3.218011200428009,20,1.2733459098900681
657,Sigma-Solv,-4.491357110318077,-3.4485307812690733,20,1.0428263290490039
658,2D-Elec,-4.098616327687801,-3.4019526839256287,20,0.6966636437621725
658,2D-Min,-4.098616327687801,-3.34362610578537,20,0.7549902219024314
658,CAT-Solv-47,-4.098616327687801,-3.2785797715187073,20,0.8200365561690939
658,Sigma-Solv,-4.098616327687801,-3.5127472639083863,20,0.5858690637794148
659,2D-Elec,-3.869812147489723,-3.27005797624588,20,0.599754171243843
659,2D-Min,-3.869812147489723,-3.2153116703033446,20,0.6545004771863785
659,CAT-Solv-47,-3.869812147489723,-3.2098463654518126,20,0.6599657820379106
659,Sigma-Solv,-3.869812147489723,-3.3749018549919128,20,0.4949102924978104
660,2D-Elec,-3.6233155884396377,-3.27005797624588,20,0.3532576121937576
660,2D-Min,-3.6233155884396377,-3.2153116703033446,20,0.4080039181362931
660,CAT-Solv-47,-3.6233155884396377,-3.2098463654518126,20,0.4134692229878252
660,Sigma-Solv,-3.6233155884396377,-3.3749018549919128,20,0.248413733447725
661,2D-Elec,-3.4164327079751144,-3.27005797624588,20,0.14637473172923432
661,2D-Min,-3.4164327079751144,-3.2153116703033446,20,0.2011210376717698
661,CAT-Solv-47,-3.4164327079751144,-3.2098463654518126,20,0.20658634252330188
661,Sigma-Solv,-3.4164327079751144,-3.3749018549919128,20,0.041530852983201694
958,2D-Elec,-0.9465241873569872,-0.8891329824924469,20,0.0573912048645403
958,2D-Min,-0.9465241873569872,-0.8963465750217438,20,0.05017761233524343
958,CAT-Solv-47,-0.9465241873569872,-0.7296923905611038,20,0.21683179679588338
958,Sigma-Solv,-0.9465241873569872,-0.7998427540063858,20,0.14668143335060135
959,2D-Elec,-0.8922901354882344,-0.8370244055986404,20,0.055265729889593995
959,2D-Min,-0.8922901354882344,-0.8441158682107925,20,0.048174267277441896
959,CAT-Solv-47,-0.8922901354882344,-0.6853362649679184,20,0.206953870520316
959,Sigma-Solv,-0.8922901354882344,-0.7595376163721085,20,0.13275251911612596
960,2D-Elec,-0.8545058416531066,-0.7698717892169953,20,0.08463405243611133
960,2D-Min,-0.8545058416531066,-0.7797643959522247,20,0.07474144570088193
960,CAT-Solv-47,-0.8545058416531066,-0.6359777867794036,20,0.21852805487370297
960,Sigma-Solv,-0.8545058416531066,-0.7141176998615265,20,0.1403881417915801
961,2D-Elec,-0.8093741463529338,-0.7320943653583527,20,0.0772797809945811
961,2D-Min,-0.8093741463529338,-0.7372262924909592,20,0.07214785386197464
961,CAT-Solv-47,-0.8093741463529338,-0.5843625620007515,20,0.22501158435218227
961,Sigma-Solv,-0.8093741463529338,-0.6719097435474396,20,0.1374644028054942
962,2D-Elec,-0.7665851277394433,-0.6945082604885101,20,0.07207686725093321
962,2D-Min,-0.7665851277394433,-0.7006300657987594,20,0.0659550619406839
962,CAT-Solv-47,-0.7665851277394433,-0.5507396921515465,20,0.21584543558789682
962,Sigma-Solv,-0.7665851277394433,-0.6331655979156494,20,0.1334195298237939
